Quyết định số 3500/QĐ-BYT ngày 19/11/2024 về việc điều chỉnh giá dịch vụ khám bệnh, chữa bệnh áp dụng tại Bệnh viện Nhi Trung ương.
Phụ lục III
GIÁ DỊCH VỤ KỸ THUẬT VÀ XÉT NGHIỆM
(Ban hành kèm theo Quyết định số 3500/QĐ-BYT ngày 19/11/2024 của Bộ Y tế)
Đơn vị tính: đồng
| STT | Mã tương đương | Tên kỹ thuật - TT 23/2024 | Tên dịch vụ giá (tên KT theo TT 23/2024) | Mức giá | Ghi chú |
| 5528 | 27.0456.1196 | Phẫu thuật nội soi cắt u hoạt dịch cổ tay | Phẫu thuật nội soi cắt u hoạt dịch cổ tay | 2.434.500 |  |
| 5529 | 27.0140.1196 | Phẫu thuật nội soi cố định dạ dày | Phẫu thuật nội soi cố định dạ dày | 2.434.500 |  |
| 5530 | 27.0263.1196 | Phẫu thuật nội soi dẫn lưu áp - xe gan | Phẫu thuật nội soi dẫn lưu áp - xe gan | 2.434.500 |  |
| 5531 | 27.0331.1196 | Phẫu thuật nội soi dẫn lưu áp xe tốn dư | Phẫu thuật nội soi dẫn lưu áp xe tốn dư | 2.434.500 |  |
| 5532 | 27.0295.1196 | Phẫu thuật nội soi dẫn lưu áp xe tụy | Phẫu thuật nội soi dẫn lưu áp xe tụy | 2.434.500 |  |
| 5533 | 27.0297.1196 | Phẫu thuật nội soi dẫn lưu nang tụy | Phẫu thuật nội soi dẫn lưu nang tụy | 2.434.500 |  |
| 5534 | 27.0315.1196 | Phẫu thuật nội soi đặt lưới nhân tạo trong ổ bụng | Phẫu thuật nội soi đặt lưới nhân tạo trong ổ bụng | 2.434.500 | Chưa bao gồm tấm lưới nhân tạo. |
| 5535 | 27.0313.1196 | Phẫu thuật nội soi đặt tấm lưới nhân tạo đường vào hoàn toàn trước phúc mạc (TEP) | Phẫu thuật nội soi đặt tấm lưới nhân tạo đường vào hoàn toàn trước phúc mạc (TEP) | 2.434.500 | Chưa bao gồm tấm lưới nhân tạo. |
| 5536 | 27.0314.1196 | Phẫu thuật nội soi đặt tấm lưới nhân tạo trước phúc mạc đường vào qua ố bụng (TAPP) | Phẫu thuật nội soi đặt tấm lưới nhân tạo trước phúc mạc đường vào qua ố bụng (TAPP) | 2.434.500 | Chưa bao gồm tấm lưới nhân tạo. |
| 5537 | 27.0454.1196 | Phẫu thuật nội soi điều trị viêm mồm trên lồi cầu ngoài | Phẫu thuật nội soi điều trị viêm mồm trên lồi cầu ngoài | 2.434.500 | Chưa bao gồm lưới bào (mài), bộ dây bơm nước, đầu đốt điện, tay dao đốt điện, ốc, vít. |
| 5538 | 27.0418.1196 | Phẫu thuật nội soi GEU thể huyết tụ thành nang | Phẫu thuật nội soi GEU thể huyết tụ thành nang | 2.434.500 |  |
| 5539 | 27.0455.1196 | Phẫu thuật nội soi giải phóng ống cổ tay | Phẫu thuật nội soi giải phóng ống cổ tay | 2.434.500 |  |
| 5540 | 27.0404.1196 | Phẫu thuật nội soi hạ tinh hoàn ẩn | Phẫu thuật nội soi hạ tinh hoàn ẩn | 2.434.500 |  |
| 5541 | 27.0300.1196 | Phẫu thuật nội soi khâu cầm máu lách | Phẫu thuật nội soi khâu cầm máu lách | 2.434.500 |  |
| 5542 | 27.0316.1196 | Phẫu thuật nội soi khâu cơ hoành | Phẫu thuật nội soi khâu cơ hoành | 2.434.500 |  |
| 5543 | 27.0307.1196 | Phẫu thuật nội soi khâu mạc treo | Phẫu thuật nội soi khâu mạc treo | 2.434.500 |  |
| 5544 | 27.0328.1196 | Phẫu thuật nội soi khâu thủng cơ hoành | Phẫu thuật nội soi khâu thủng cơ hoành | 2.434.500 |  |
| 5545 | 27.0166.1196 | Phẫu thuật nội soi khâu thủng tá tràng | Phẫu thuật nội soi khâu thủng tá tràng | 2.434.500 |  |
| 5546 | 27.0173.1196 | Phẫu thuật nội soi khâu vết thương ruột non | Phẫu thuật nội soi khâu vết thương ruột non | 2.434.500 |  |
| 5547 | 27.0167.1196 | Phẫu thuật nội soi khâu vết thương tá tràng | Phẫu thuật nội soi khâu vết thương tá tràng | 2.434.500 |  |
| 5548 | 27.0212.1196 | Phẫu thuật nội soi làm hậu môn nhân tạo | Phẫu thuật nội soi làm hậu môn nhân tạo | 2.434.500 |  |
| 5549 | 27.0274.1196 | Phẫu thuật nội soi mở túi mật ra da | Phẫu thuật nội soi mở túi mật ra da | 2.434.500 |  |
| 5550 | 27.0293.1196 | Phẫu thuật nội soi nối nang tụy - dạ dày | Phẫu thuật nội soi nối nang tụy - dạ dày | 2.434.500 |  |
| 5551 | 27.0292.1196 | Phẫu thuật nội soi nối nang tụy - hõng tràng | Phẫu thuật nội soi nối nang tụy - hõng tràng | 2.434.500 |  |
| 5552 | 27.0332.1196 | Phẫu thuật nội soi rửa bụng, dẫn lưu | Phẫu thuật nội soi rửa bụng, dẫn lưu | 2.434.500 |  |
| 5553 | 27.0093.1196 | Phẫu thuật nội soi sinh thiết u chẩn đoán | Phẫu thuật nội soi sinh thiết u chẩn đoán | 2.434.500 |  |
| 5554 | 27.0264.1196 | Phẫu thuật nội soi thắt động mạch gan điều trị ung thư gan/vết thương gan | Phẫu thuật nội soi thắt động mạch gan điều trị ung thư gan/vết thương gan | 2.434.500 |  |
| 5555 | 27.0353.1196 | Phẫu thuật nội soi treo thận để điều trị sa thận | Phẫu thuật nội soi treo thận để điều trị sa thận | 2.434.500 |  |
| 5556 | 27.0354.1196 | Tán sỏi thận qua da | Tán sỏi thận qua da | 2.434.500 | Chưa bao gồm sonde JJ. |
| 5557 | 27.0384.1197 | Nội soi cắt polyp cổ bàng quang | Nội soi cắt polyp cổ bàng quang | 1.596.600 |  |
| 5558 | 27.0409.1197 | Nội soi cắt u niệu đạo, van niệu đạo | Nội soi cắt u niệu đạo, van niệu đạo | 1.596.600 |  |
| 5559 | 27.0392.1197 | Nội soi khâu lỗ thủng bàng quang qua ổ bụng | Nội soi khâu lỗ thủng bàng quang qua ổ bụng | 1.596.600 |  |
| 5560 | 27.0333.1197 | Nội soi ổ bụng chẩn đoán | Nội soi ổ bụng chẩn đoán | 1.596.600 |  |
| 5561 | 27.0408.1197 | Nội soi tán sỏi niệu đạo | Nội soi tán sỏi niệu đạo | 1.596.600 |  |

Quyết định số 3500/QĐ-BYT ngày 19/11/2024 về việc điều chỉnh giá dịch vụ khám bệnh, chữa bệnh áp dụng tại Bệnh viện Nhi Trung ương.
Phụ lục III
GIÁ DỊCH VỤ KỸ THUẬT VÀ XÉT NGHIỆM
(Ban hành kèm theo Quyết định số 3500/QĐ-BYT ngày 19/11/2024 của Bộ Y tế)
Đơn vị tính: đồng
| STT | Mã tương đương | Tên kỹ thuật - TT 23/2024 | Tên dịch vụ giá (tên KT theo TT 23/2024) | Mức giá | Ghi chú |
| :--- | :--- | :--- | :--- | :--- | :--- |
| 5562 | 27.0377.1197 | Nội soi xẻ sa lồi lỗ niệu quan | Nội soi xẻ sa lồi lỗ niệu quan | 1.596.600 |  |
| 5563 | 27.0405.1197 | Phẫu thuật nội soi cắt tinh hoàn trong ổ bụng | Phẫu thuật nội soi cắt tinh hoàn trong ổ bụng | 1.596.600 |  |
| 5564 | 27.0407.1197 | Phẫu thuật nội soi cắt xơ hẹp niệu đạo | Phẫu thuật nội soi cắt xơ hẹp niệu đạo | 1.596.600 |  |
| 5565 | 27.0329.1197 | Phẫu thuật nội soi sinh thiết hạch ổ bụng | Phẫu thuật nội soi sinh thiết hạch ổ bụng | 1.596.600 |  |
| 5566 | 27.0335.1197 | Phẫu thuật nội soi sinh thiết u trong ổ bụng | Phẫu thuật nội soi sinh thiết u trong ổ bụng | 1.596.600 |  |
| 5567 | 27.0406.1197 | Phẫu thuật nội soi thắt tĩnh mạch tinh | Phẫu thuật nội soi thắt tĩnh mạch tinh | 1.596.600 |  |
| 5568 | 26.0057.1203 | Ghép thần kinh có mạch nuôi bằng vi phẫu | Ghép thần kinh có mạch nuôi bằng vi phẫu | 6.646.900 |  |
| 5569 | 26.0017.1203 | Phẫu thuật vi phẫu các bộ phận ở đầu, mặt bị đứt rời (mũi, tai, môi...) | Phẫu thuật vi phẫu các bộ phận ở đầu, mặt bị đứt rời (mũi, tai, môi...) | 6.646.900 |  |
| 5570 | 28.0113.1203 | Ghép một phần môi đứt rời bằng kỹ thuật vi phẫu | Ghép một phần môi đứt rời bằng kỹ thuật vi phẫu | 6.646.900 |  |
| 5571 | 28.0114.1203 | Ghép toàn bộ môi đứt rời bằng kỹ thuật vi phẫu | Ghép toàn bộ môi đứt rời bằng kỹ thuật vi phẫu | 6.646.900 |  |
| 5572 | 28.0115.1203 | Ghép toàn bộ môi đứt rời và phần xung quanh bằng kỹ thuật vi phẫu | Ghép toàn bộ môi đứt rời và phần xung quanh bằng kỹ thuật vi phẫu | 6.646.900 |  |
| 5573 | 28.0085.1203 | Phẫu thuật ghép bộ phận mũi đứt rời có sử dụng vi phẫu | Phẫu thuật ghép bộ phận mũi đứt rời có sử dụng vi phẫu | 6.646.900 |  |
| 5574 | 28.0139.1203 | Phẫu thuật ghép vành tai đứt rời bằng vi phẫu | Phẫu thuật ghép vành tai đứt rời bằng vi phẫu | 6.646.900 |  |
| 5575 | 28.0078.1203 | Tái tạo toàn bộ mi và cùng đố bằng vật tự do | Tái tạo toàn bộ mi và cùng đố bằng vật tự do | 6.646.900 |  |
| 5576 | 03.4157.1205 | Phẫu thuật nội soi có robot | Phẫu thuật nội soi có robot | 86.213.600 |  |
| 5577 | 03.3130.1206 | Phẫu thuật các bệnh tim bẩm sinh bằng rôbốt | Phẫu thuật các bệnh tim bẩm sinh bằng rôbốt | 92.080.600 |  |
| 5578 | 03.4157.1206 | Phẫu thuật nội soi có robot | Phẫu thuật nội soi có robot | 92.080.600 |  |
| 5579 | 03.4157.1207 | Phẫu thuật nội soi có robot | Phẫu thuật nội soi có robot | 80.382.600 |  |
| 5580 | 03.4157.1208 | Phẫu thuật nội soi có robot | Phẫu thuật nội soi có robot | 97.667.600 |  |
| 5581 | 27.0359.1209 | Nội soi thận ống mềm gấp sỏi thận | Nội soi thận ống mềm gấp sỏi thận | 4.343.300 |  |
| 5582 | 27.0358.1209 | Nội soi thận ống mềm tán sỏi thận | Nội soi thận ống mềm tán sỏi thận | 4.343.300 |  |
| 5583 | 27.0135.1209 | Phẫu thuật mở cơ thực quản nội soi ngực phải điều trị bệnh co thắt thực quản nan tóa | Phẫu thuật mở cơ thực quản nội soi ngực phải điều trị bệnh co thắt thực quản nan tóa | 4.343.300 | Chưa bao gồm dao hàn mạch, hàn mô. |
| 5584 | 27.0061.1209 | Phẫu thuật nội soi cắt mấu răng C2 (móm nhạ) qua miệng | Phẫu thuật nội soi cắt mấu răng C2 (móm nhạ) qua miệng | 4.343.300 |  |
| 5585 | 27.0115.1209 | Phẫu thuật nội soi cắt xương sườn 1 điều trị hội chứng đường thoát lồng ngực | Phẫu thuật nội soi cắt xương sườn 1 điều trị hội chứng đường thoát lồng ngực | 4.343.300 |  |
| 5586 | 27.0308.1209 | Phẫu thuật nội soi đặt vòng thắt dạ dày | Phẫu thuật nội soi đặt vòng thắt dạ dày | 4.343.300 |  |
| 5587 | 27.0111.1209 | Phẫu thuật nội soi điều trị phỏng, hẹp, tắc động mạch chủ bụng dưới thận | Phẫu thuật nội soi điều trị phỏng, hẹp, tắc động mạch chủ bụng dưới thận | 4.343.300 |  |
| 5588 | 27.0107.1209 | Phẫu thuật nội soi điều trị rung nhĩ | Phẫu thuật nội soi điều trị rung nhĩ | 4.343.300 |  |
| 5589 | 27.0457.1209 | Phẫu thuật nội soi điều trị tổn thương phức hợp sụn sợi tam giác | Phẫu thuật nội soi điều trị tổn thương phức hợp sụn sợi tam giác | 4.343.300 |  |
| 5590 | 27.0296.1209 | Phẫu thuật nội soi Frey điều trị viêm tụy mạn | Phẫu thuật nội soi Frey điều trị viêm tụy mạn | 4.343.300 |  |
| 5591 | 27.0117.1209 | Phẫu thuật nội soi hỗ trợ (VATS) điều trị bệnh lý mạch máu | Phẫu thuật nội soi hỗ trợ (VATS) điều trị bệnh lý mạch máu | 4.343.300 |  |
| 5592 | 27.0080.1209 | Phẫu thuật nội soi hỗ trợ (VATS) điều trị bệnh lý phổi, trung thất | Phẫu thuật nội soi hỗ trợ (VATS) điều trị bệnh lý phổi, trung thất | 4.343.300 |  |
| 5593 | 27.0108.1209 | Phẫu thuật nội soi hỗ trợ (VATS) điều trị bệnh lý tim | Phẫu thuật nội soi hỗ trợ (VATS) điều trị bệnh lý tim | 4.343.300 |  |
| 5594 | 27.0473.1209 | Phẫu thuật nội soi hỗ trợ điều trị gãy xương phạm khớp vùng gối | Phẫu thuật nội soi hỗ trợ điều trị gãy xương phạm khớp vùng gối | 4.343.300 |  |
| 5595 | 27.0027.1209 | Phẫu thuật nội soi hỗ trợ giải áp vi mạch | Phẫu thuật nội soi hỗ trợ giải áp vi mạch | 4.343.300 |  |
| 5596 | 27.0067.1209 | Phẫu thuật nội soi hỗ trợ làm cứng cột sống lưng | Phẫu thuật nội soi hỗ trợ làm cứng cột sống lưng | 4.343.300 |  |
| 5597 | 27.0041.1209 | Phẫu thuật nội soi hỗ trợ lấy u não | Phẫu thuật nội soi hỗ trợ lấy u não | 4.343.300 |  |
| 5598 | 27.0106.1209 | Phẫu thuật nội soi khâu gấp nếp cơ hoành (điều trị liệt thần kinh hoành) | Phẫu thuật nội soi khâu gấp nếp cơ hoành (điều trị liệt thần kinh hoành) | 4.343.300 |  |
| 5599 | 27.0493.1209 | Phẫu thuật nội soi lấy vạt: Vạt cơ lưng to; Vạt cơ thẳng bụng; Vạt mạc treo … | Phẫu thuật nội soi lấy vạt: Vạt cơ lưng to; Vạt cơ thẳng bụng; Vạt mạc treo … | 4.343.300 |  |
| 5600 | 27.0496.1209 | Phẫu thuật nội soi lấy vạt: Vạt cơ thon, cơ thẳng đùi, cơ rộng trong … | Phẫu thuật nội soi lấy vạt: Vạt cơ thon, cơ thẳng đùi, cơ rộng trong … | 4.343.300 |  |
| 5601 | 27.0110.1209 | Phẫu thuật nội soi thắt tuần hoàn bằng hệ chù - phổi | Phẫu thuật nội soi thắt tuần hoàn bằng hệ chù - phổi | 4.343.300 |  |
| 5602 | 27.0410.1210 | Nội soi bóc bạch mạch điều trị đái dường chấp | Nội soi bóc bạch mạch điều trị đái dường chấp | 2.913.900 |  |
| 5603 | 27.0262.1210 | Nội soi ô bụng hỗ trợ đốt u gan bằng sóng cao tần (RFA) | Nội soi ô bụng hỗ trợ đốt u gan bằng sóng cao tần (RFA) | 2.913.900 |  |
| 5604 | 27.0370.1210 | Phẫu thuật nội soi cắm lại niệu quản vào bàng quang | Phẫu thuật nội soi cắm lại niệu quản vào bàng quang | 2.913.900 |  |
| 5605 | 27.0105.1210 | Phẫu thuật nội soi cắt màng ngoài tim | Phẫu thuật nội soi cắt màng ngoài tim | 2.913.900 |  |
| 5606 | 27.0116.1210 | Phẫu thuật nội soi chuyển vị tĩnh mạch trong phẫu thuật tạo thông động - tĩnh mạch để chạy thận nhân tạo | Phẫu thuật nội soi chuyển vị tĩnh mạch trong phẫu thuật tạo thông động - tĩnh mạch để chạy thận nhân tạo | 2.913.900 |  |
| 5607 | 27.0104.1210 | Phẫu thuật nội soi dẫn lưu khoang màng tim | Phẫu thuật nội soi dẫn lưu khoang màng tim | 2.913.900 |  |
| 5608 | 27.0100.1210 | Phẫu thuật nội soi đặt điện cực tạo nhịp thương tâm mạc | Phẫu thuật nội soi đặt điện cực tạo nhịp thương tâm mạc | 2.913.900 |  |
| 5609 | 27.0236.1210 | Phẫu thuật nội soi điều trị rò hậu môn | Phẫu thuật nội soi điều trị rò hậu môn | 2.913.900 |  |
| 5610 | 27.0337.1210 | Phẫu thuật nội soi hỗ trợ trong can thiệp nội soi ống mềm | Phẫu thuật nội soi hỗ trợ trong can thiệp nội soi ống mềm | 2.913.900 |  |
| 5611 | 27.0336.1210 | Phẫu thuật nội soi hỗ trợ trong mô mờ | Phẫu thuật nội soi hỗ trợ trong mô mờ | 2.913.900 |  |
| 5612 | 27.0109.1210 | Phẫu thuật nội soi kep ống động mạch | Phẫu thuật nội soi kep ống động mạch | 2.913.900 |  |
| 5613 | 27.0146.1210 | Phẫu thuật nội soi qua dạ dày cắt polyp dạ dày (Intraluminal Lap Surgery) | Phẫu thuật nội soi qua dạ dày cắt polyp dạ dày (Intraluminal Lap Surgery) | 2.913.900 |  |
| 5614 | 27.0388.1210 | Phẫu thuật nội soi treo cỏ bằng quang điều trị tiêu không kiểm soát | Phẫu thuật nội soi treo cỏ bằng quang điều trị tiêu không kiểm soát | 2.913.900 |  |
| 5615 | 11.0132.1890 | Gây mê thay bằng người bệnh có diện tích bông >60% DTCT [diện tích cơ thể] hoặc có bông hô hấp | Gây mê thay bằng người bệnh có diện tích bông >60% DTCT [diện tích cơ thể] hoặc có bông hô hấp | 1.339.400 |  |
| 5616 | 11.0133.1891 | Gây mê thay bằng người bệnh có diện tích bông từ 40 - 60% diện tích cơ thể | Gây mê thay bằng người bệnh có diện tích bông từ 40 - 60% diện tích cơ thể | 962.300 |  |
| 5617 | 11.0134.1892 | Gây mê thay bằng người bệnh có diện tích bông từ 10 - 39% diện tích cơ thể | Gây mê thay bằng người bệnh có diện tích bông từ 10 - 39% diện tích cơ thể | 718.900 |  |
| 5618 | 11.0135.1893 | Gây mê thay bằng người bệnh có diện tích bông < 10% diện tích cơ thể | Gây mê thay bằng người bệnh có diện tích bông < 10% diện tích cơ thể | 453.000 |  |
| 5619 | 03.4185.1894 | Gây mê đặt canuyn E cmO | Gây mê đặt canuyn ECMO | 868.900 |  |
| 5620 | 03.4186.1894 | Gây mê rút canuyn E cmO | Gây mê rút canuyn ECMO | 868.900 |  |
| 5621 | 09.9000.1894 | Gây mê khác | Gây mê khác | 868.900 |  |
| 5622 | 22.0369.1215 | ANA 17 profile test (sàng lọc và định danh đồng thời 17 typ kháng thể kháng nhân bằng thanh sắc ký miễn dịch) | ANA 17 profile test (sàng lọc và định danh đồng thời 17 typ kháng thể kháng nhân bằng thanh sắc ký miễn dịch) | 1.045.700 |  |
| 5623 | 22.0157.1218 | Chụp ảnh màu tế bào qua kính hiển vi | Chụp ảnh màu tế bào qua kính hiển vi | 21.900 |  |
| 5624 | 22.0021.1219 | Co cục máu đông (tên khác: Co cục máu) | Co cục máu đông (tên khác: Co cục máu) | 16.000 |  |
| 5625 | 22.0382.1220 | Công thức nhiễm sắc thể (Karyotype) máu ngoại vi | Công thức nhiễm sắc thể (Karyotype) máu ngoại vi | 726.700 | Bao gồm cả môi trường nuôi cấy tùy xương. |
| 5626 | 22.0381.1220 | Công thức nhiễm sắc thể (Karyotype) tùy xương | Công thức nhiễm sắc thể (Karyotype) tùy xương | 726.700 | Bao gồm cả môi trường nuôi cấy tùy xương. |
| 5627 | 22.0649.1220 | Xét nghiệm công thức nhiễm sắc thể tùy xương với chất kích thích đặc hiệu | Xét nghiệm công thức nhiễm sắc thể tùy xương với chất kích thích đặc hiệu | 726.700 | Bao gồm cả môi trường nuôi cấy tùy xương. |
| 5628 | 22.0650.1220 | Xét nghiệm công thức nhiễm sắc thể với môi trường đặc hiệu | Xét nghiệm công thức nhiễm sắc thể với môi trường đặc hiệu | 726.700 | Bao gồm cả môi trường nuôi cấy tùy xương. |
| 5629 | 22.0385.1221 | Công thức nhiễm sắc thể (NST) từ tế bào ối | Công thức nhiễm sắc thể (NST) từ tế bào ối | 1.230.700 |  |
| 5630 | 22.0054.1222 | Đàn hồi đồ cục máu (TEG: Thrombo Elasto Graphy) | Đàn hồi đồ cục máu (TEG: Thrombo Elasto Graphy) | 438.000 | Bao gồm cả pin và cup, kaolin. |
| 5631 | 22.0689.1223 | Đánh giá tỷ lệ sống của tế bào bằng kỹ thuật nhuộm xanh trypan | Đánh giá tỷ lệ sống của tế bào bằng kỹ thuật nhuộm xanh trypan | 20.100 |  |
| 5632 | 22.0377.1224 | DCIP test (Dichlorophenol-Indolphenol test dùng sàng lọc huyết sắc tố E) | DCIP test (Dichlorophenol-Indolphenol test dùng sàng lọc huyết sắc tố E) | 65.900 |  |
| 5633 | 22.0342.1225 | Xét nghiệm đếm số lượng CD3 - CD4 - CD8 | Xét nghiệm đếm số lượng CD3 - CD4 - CD8 | 421.200 |  |
| 5634 | 22.0352.1227 | Điện di huyết sắc tố | Điện di huyết sắc tố | 381.000 |  |
| 5635 | 22.0351.1228 | Điện di miễn dịch huyết thanh | Điện di miễn dịch huyết thanh | 1.046.300 |  |
| 5636 | 22.0353.1229 | Điện di protein huyết thanh | Điện di protein huyết thanh | 400.300 |  |
| 5637 | 22.0635.1232 | Định danh kháng thể kháng HLA bằng kỹ thuật luminex | Định danh kháng thể kháng HLA bằng kỹ thuật luminex | 3.782.400 |  |
| 5638 | 22.0256.1233 | Định danh kháng thể bất thường (kỹ thuật ống nghiệm) | Định danh kháng thể bất thường (kỹ thuật ống nghiệm) | 1.201.700 |  |
| 5639 | 22.0257.1233 | Định danh kháng thể bất thường (kỹ thuật Scangel/Gelcard trên máy bán tự động) | Định danh kháng thể bất thường (kỹ thuật Scangel/Gelcard trên máy bán tự động) | 1.201.700 |  |
| 5640 | 22.0258.1233 | Định danh kháng thể bất thường (kỹ thuật Scangel/Gelcard trên máy bán tự động) | Định danh kháng thể bất thường (kỹ thuật Scangel/Gelcard trên máy bán tự động) | 1.201.700 |  |
| 5641 | 22.0077.1233 | Định lượng PIVKA (Proteins Induced by Vitamin K Antagonism or Absence) | Định lượng PIVKA (Proteins Induced by Vitamin K Antagonism or Absence) | 1.201.700 |  |
| 5642 | 22.0636.1234 | Định danh kháng thể kháng HLA bằng kỹ thuật ELISA | Định danh kháng thể kháng HLA bằng kỹ thuật ELISA | 4.451.400 |  |
| 5643 | 22.0025.1235 | Định lượng AT/AT III (Anti thrombin/Anti thrombinIII) | Định lượng AT/AT III (Anti thrombin/Anti thrombinIII) | 148.400 |  |
| 5644 | 22.0631.1236 | Định lượng CD25 (IL-2R) hòa tan trong huyết thanh bằng kỹ thuật ELISA | Định lượng CD25 (IL-2R) hòa tan trong huyết thanh bằng kỹ thuật ELISA | 2.264.700 |  |
| 5645 | 22.0065.1237 | Định lượng C1- inhibitor | Định lượng C1- inhibitor | 222.700 |  |
| 5646 | 22.0570.1238 | Định lượng D-Dimer bằng kỹ thuật miễn dịch hóa phát quang | Định lượng D-Dimer bằng kỹ thuật miễn dịch hóa phát quang | 546.300 |  |
| 5647 | 01.0299.1239 | Định lượng nhanh D-Dimer trong máu toàn phần tại chỗ bằng máy cầm tay | Định lượng nhanh D-Dimer trong máu toàn phần tại chỗ bằng máy cầm tay | 272.900 |  |
| 5648 | 22.0023.1239 | Định lượng D-Dimer | Định lượng D-Dimer | 272.900 |  |
| 5649 | 23.0054.1239 | Định lượng D-Dimer [Máu] | Định lượng D-Dimer [Máu] | 272.900 |  |
| 5650 | 22.0043.1241 | Định lượng FDP | Định lượng FDP | 148.400 |  |
| 5651 | 22.0014.1242 | Định lượng Fibrinogen (tên khác: Định lượng yếu tố I), phương pháp Clauss- phương pháp trực tiếp, bằng máy bán tự động | Định lượng Fibrinogen (tên khác: Định lượng yếu tố I), phương pháp Clauss- phương pháp trực tiếp, bằng máy bán tự động | 110.300 |  |
| 5652 | 22.0013.1242 | Định lượng Fibrinogen (tên khác: Định lượng yếu tố I), phương pháp Clauss- phương pháp trực tiếp, bằng máy tự động | Định lượng Fibrinogen (tên khác: Định lượng yếu tố I), phương pháp Clauss- phương pháp trực tiếp, bằng máy tự động | 110.300 |  |
| 5653 | 22.0421.1243 | Định lượng gen bệnh máu ác tính bằng kỹ thuật Real - Time PCR | Định lượng gen bệnh máu ác tính bằng kỹ thuật Real - Time PCR | 4.203.400 |  |
| 5654 | 22.0103.1244 | Định lượng G6PD | Định lượng G6PD | 87.000 |  |
| 5655 | 23.0072.1244 | Đo hoạt độ G6PD (Glucose -6 phosphat dehydrogenase) [Máu] | Đo hoạt độ G6PD (Glucose -6 phosphat dehydrogenase) [Máu] | 87.000 |  |
| 5656 | 22.0109.1245 | PK (Pyruvatkinase) | PK (Pyruvatkinase) | 186.600 |  |
| 5657 | 22.0058.1246 | Định lượng Plasminogen | Định lượng Plasminogen | 222.700 |  |
| 5658 | 22.0047.1247 | Định lượng hoạt tính Protein C (Protein Activity) | Định lượng hoạt tính Protein C (Protein Activity) | 248.800 |  |
| 5659 | 22.0045.1247 | Định lượng Protein C toàn phần (Protein C Antigen) | Định lượng Protein C toàn phần (Protein C Antigen) | 248.800 |  |
| 5660 | 22.0582.1248 | Định lượng hoạt tính Protein S (PS activity) | Định lượng hoạt tính Protein S (PS activity) | 248.800 |  |
| 5661 | 22.0583.1248 | Định lượng kháng nguyên Protein S (PS antigen) | Định lượng kháng nguyên Protein S (PS antigen) | 248.800 |  |
| 5662 | 22.0046.1248 | Định lượng Protein S toàn phần | Định lượng Protein S toàn phần | 248.800 |  |
| 5663 | 23.0136.1248 | Định lượng Protein S100 [Máu] | Định lượng Protein S100 [Máu] | 248.800 |  |
| 5664 | 22.0066.1249 | Định lượng t-pA (tissue - Plasminogen Activator) | Định lượng t-pA (tissue - Plasminogen Activator) | 222.700 |  |
| 5665 | 22.0422.1250 | Định lượng tế bào người cho ở người nhận sau ghép bằng kỹ thuật Real - Time PCR | Định lượng tế bào người cho ở người nhận sau ghép bằng kỹ thuật Real - Time PCR | 5.505.200 |  |
| 5666 | 22.0652.1250 | Xét nghiệm xác định các marker di truyền của người cho/người nhận bằng kỹ thuật realtime PCR | Xét nghiệm xác định các marker di truyền của người cho/người nhận bằng kỹ thuật realtime PCR | 5.505.200 |  |
| 5667 | 22.0038.1251 | Định lượng ức chế yếu tố IX | Định lượng ức chế yếu tố IX | 280.800 |  |
| 5668 | 22.0037.1252 | Định lượng ức chế yếu tố VIIIc | Định lượng ức chế yếu tố VIIIc | 160.500 |  |
| 5669 | 22.0057.1253 | Định lượng Heparin | Định lượng Heparin | 222.700 |  |
| 5670 | 22.0012.1254 | Định lượng Fibrinogen (tên khác: Định lượng yếu tố I), phương pháp gián tiếp, bằng máy bán tự động | Định lượng Fibrinogen (tên khác: Định lượng yếu tố I), phương pháp gián tiếp, bằng máy bán tự động | 60.800 |  |
| 5671 | 22.0011.1254 | Định lượng Fibrinogen (tên khác: Định lượng yếu tố I), phương pháp gián tiếp, bằng máy tự động | Định lượng Fibrinogen (tên khác: Định lượng yếu tố I), phương pháp gián tiếp, bằng máy tự động | 60.800 |  |
| 5672 | 22.0032.1255 | Định lượng hoạt tính yếu tố Von Willebrand (VWF Activity) (tên khác: định lượng hoạt tính đồng yếu tố Ristocetin: VIII: R co) | Định lượng hoạt tính yếu tố Von Willebrand (VWF Activity) (tên khác: định lượng hoạt tính đồng yếu tố Ristocetin: VIII: R co) | 481.000 | Giá cho mỗi yếu tố. |
| 5673 | 22.0031.1255 | Định lượng kháng nguyên yếu tố Von Willebrand (VWF Antigen) | Định lượng kháng nguyên yếu tố Von Willebrand (VWF Antigen) | 481.000 | Giá cho mỗi yếu tố. |
| 5674 | 22.0030.1255 | Định lượng yếu tố đông máu ngoại sinh II, V,VII, X | Định lượng yếu tố đông máu ngoại sinh II, V,VII, X [yếu tố II hoặc XII] | 481.000 | Giá cho mỗi yếu tố. |
| 5675 | 22.0033.1255 | Định lượng yếu tố XII | Định lượng yếu tố XII | 481.000 | Giá cho mỗi yếu tố. |
| 5676 | 22.0051.1256 | Định lượng Anti Xa | Định lượng Anti Xa | 272.900 |  |
| 5677 | 22.0691.1257 | Định lượng yếu tố Thrombomodulin | Định lượng yếu tố Thrombomodulin | 222.700 |  |
