Quyết định số 3500/QĐ-BYT ngày 19/11/2024 về việc điều chỉnh giá dịch vụ khám bệnh, chữa bệnh áp dụng tại Bệnh viện Nhi Trung ương.
Phụ lục III
GIÁ DỊCH VỤ KỸ THUẬT VÀ XÉT NGHIỆM
(Ban hành kèm theo Quyết định số 3500/QĐ-BYT ngày 19/11/2024 của Bộ Y tế)
Đơn vị tính: đồng
| STT | Mã tương đương | Tên kỹ thuật - TT 23/2024 | Tên dịch vụ giá (tên KT theo TT 23/2024) | Mức giá | Ghi chú |
| 4497 | 03.1636.0805 | Mở bè ± cất bè | Mở bè ± cất bè | 1.202.600 |  |
| 4498 | 14.0148.0805 | Cắt cung mạc sâu có hoặc không áp thuốc chống chuyên hóa | Cắt cung mạc sâu có hoặc không áp thuốc chống chuyên hóa | 1.202.600 |  |
| 4499 | 03.1638.0813 | Đặt van dẫn lưu tiền phòng điều trị glôcôm | Đặt van dẫn lưu tiền phòng điều trị glôcôm | 1.644.100 | Chưa bao gồm ống silicon. |
| 4500 | 03.1532.0814 | Phẫu thuật bệnh võng mạc trẻ đẻ non | Phẫu thuật bệnh võng mạc trẻ đẻ non | 2.077.900 | Chưa bao gồm đầu cắt dịch kính, laser nội nhãn, dây dẫn sáng. |
| 4501 | 13.0182.0814 | Laser điều trị bệnh lý võng mạc sơ sinh (ROP) [phẫu thuật bằng laser) | Laser điều trị bệnh lý võng mạc sơ sinh (ROP) | 2.077.900 | Chưa bao gồm đầu cắt dịch kính, laser nội nhãn, dây dẫn sáng. |
| 4502 | 03.1623.0816 | Phẫu thuật Epicanthus | Phẫu thuật Epicanthus | 930.200 |  |
| 4503 | 03.1622.0817 | Phẫu thuật hẹp khe mi | Phẫu thuật hẹp khe mi | 763.600 |  |
| 4504 | 03.1621.0817 | Phẫu thuật mở rộng khe mi | Phẫu thuật mở rộng khe mi | 763.600 |  |
| 4505 | 03.1662.0818 | Phẫu thuật lác thông thường | Phẫu thuật lác thông thường | 830.200 |  |
| 4506 | 14.0110.0818 | Phẫu thuật lác có chỉnh chi | Phẫu thuật lác có chỉnh chi | 830.200 |  |
| 4507 | 03.1662.0819 | Phẫu thuật lác thông thường | Phẫu thuật lác thông thường | 1.220.300 |  |
| 4508 | 14.0110.0819 | Phẫu thuật lác có chỉnh chi | Phẫu thuật lác có chỉnh chi | 1.220.300 |  |
| 4509 | 03.1601.0820 | Phẫu thuật lác phức tạp (di thực cơ, phẫu thuật cơ cheo, Faden...) | Phẫu thuật lác phức tạp (di thực cơ, phẫu thuật cơ cheo, Faden...) | 913.600 |  |
| 4510 | 14.0114.0820 | Phẫu thuật định chỗ bám cơ vào dây chằng mi điều trị lác liệt | Phẫu thuật định chỗ bám cơ vào dây chằng mi điều trị lác liệt | 913.600 |  |
| 4511 | 12.0108.0824 | Cắt u kết mạc, giác mạc có ghép kết mạc, màng ôi hoặc giác mạc | Cắt u kết mạc, giác mạc có ghép kết mạc, màng ôi hoặc giác mạc | 930.200 |  |
| 4512 | 03.1609.0826 | Phẫu thuật gấp cân cơ nâng mi trên điều trị sup mi | Phẫu thuật gấp cân cơ nâng mi trên điều trị sup mi | 1.402.600 |  |
| 4513 | 03.1608.0826 | Phẫu thuật rút ngắn cơ nâng mi trên điều trị sup mi | Phẫu thuật rút ngắn cơ nâng mi trên điều trị sup mi | 1.402.600 |  |

Quyết định số 3500/QĐ-BYT ngày 19/11/2024 về việc điều chỉnh giá dịch vụ khám bệnh, chữa bệnh áp dụng tại Bệnh viện Nhi Trung ương.
Phụ lục III
GIÁ DỊCH VỤ KỸ THUẬT VÀ XÉT NGHIỆM
(Ban hành kèm theo Quyết định số 3500/QĐ-BYT ngày 19/11/2024 của Bộ Y tế)
Đơn vị tính: đồng
| STT | Mã tương đương | Tên kỹ thuật - TT 23/2024 | Tên dịch vụ giá (tên KT theo TT 23/2024) | Mức giá | Ghi chú |
| :--- | :--- | :--- | :--- | :--- | :--- |
| 4514 | 03.1610.0826 | Phẫu thuật treo mi - cơ trán (bằng silicon, cắn cơ đùi…) điều trị sụp mi | Phẫu thuật treo mi - cơ trán (bằng silicon, cắn cơ đùi…) điều trị sụp mi | 1.402.600 |  |
| 4515 | 14.0128.0826 | Kéo dài cân cơ nâng mi | Kéo dài cân cơ nâng mi | 1.402.600 |  |
| 4516 | 28.0043.0826 | Phẫu thuật rút ngắn, gáp cơ nâng mi trên điều trị sụp mi | Phẫu thuật rút ngắn, gáp cơ nâng mi trên điều trị sụp mi | 1.402.600 |  |
| 4517 | 28.0044.0826 | Phẫu thuật treo mi lên cơ trán điều trị sụp mi | Phẫu thuật treo mi lên cơ trán điều trị sụp mi | 1.402.600 |  |
| 4518 | 03.1589.0827 | Tái tạo lệ quan kết hợp khâu mi | Tái tạo lệ quan kết hợp khâu mi | 1.644.100 | Chưa bao gồm ống silicon. |
| 4519 | 03.1600.0827 | Tạo hình đường lệ ± điểm lệ | Tạo hình đường lệ ± điểm lệ | 1.644.100 | Chưa bao gồm ống silicon. |
| 4520 | 03.2917.0828 | Phẫu thuật tạo cùng đồ để lấp mắt giả | Phẫu thuật tạo cùng đồ để lấp mắt giả | 1.244.100 |  |
| 4521 | 03.1597.0828 | Tái tạo cùng đồ | Tái tạo cùng đồ | 1.244.100 |  |
| 4522 | 03.1586.0828 | Vá da, niêm mạc tạo cùng đồ ± tách định mi cầu | Vá da, niêm mạc tạo cùng đồ ± tách định mi cầu | 1.244.100 |  |
| 4523 | 14.0126.0830 | Phẫu thuật tạo hình hạ thấp hay nâng nếp mi | Phẫu thuật tạo hình hạ thấp hay nâng nếp mi | 1.213.600 |  |
| 4524 | 14.0125.0830 | Phẫu thuật tạo hình nếp mi | Phẫu thuật tạo hình nếp mi | 1.213.600 |  |
| 4525 | 12.0004.0834 | Cắt các loại u vùng da đầu, cổ có đường kính trên 10 cm | Cắt các loại u vùng da đầu, cổ có đường kính trên 10 cm | 1.322.100 |  |
| 4526 | 12.0008.0834 | Cắt các loại u vùng mặt có đường kính trên 10 cm | Cắt các loại u vùng mặt có đường kính trên 10 cm | 1.322.100 |  |
| 4527 | 12.0013.0834 | Cắt các u nang mang | Cắt các u nang mang | 1.322.100 |  |
| 4528 | 12.0103.0834 | Cắt u mi cằm bể dây ghép sụn kết mạc và chuyên vạt da | Cắt u mi cằm bể dây ghép sụn kết mạc và chuyên vạt da | 1.322.100 |  |
| 4529 | 12.0077.0834 | Cắt u môi lành tính có tạo hình | Cắt u môi lành tính có tạo hình | 1.322.100 |  |
| 4530 | 12.0062.0834 | Cắt u sắc tố vùng hàm mặt | Cắt u sắc tố vùng hàm mặt | 1.322.100 |  |
| 4531 | 12.0068.0834 | Cắt u xơ vùng hàm mặt đường kính dưới 3 cm | Cắt u xơ vùng hàm mặt đường kính dưới 3 cm | 1.322.100 |  |
| 4532 | 12.0069.0834 | Cắt u xơ vùng hàm mặt đường kính trên 3 cm | Cắt u xơ vùng hàm mặt đường kính trên 3 cm | 1.322.100 |  |
| 4533 | 14.0085.0834 | Cắt u da mi có trượt lông mi, vạt da, hay ghép da | Cắt u da mi có trượt lông mi, vạt da, hay ghép da | 1.322.100 |  |
| 4534 | 28.0096.0834 | Phẫu thuật cắt bỏ u lành tính vùng mũi (trên 2 cm) | Phẫu thuật cắt bỏ u lành tính vùng mũi (trên 2 cm) | 1.322.100 |  |
| 4535 | 03.2543.0836 | Cắt u mi cằm bể dây không vạt | Cắt u mi cằm bể dây không vạt | 812.100 |  |
| 4536 | 14.0083.0836 | Cắt u da mi không ghép | Cắt u da mi không ghép | 812.100 |  |
| 4537 | 14.0084.0836 | Cắt u mi cầ bê dầy không ghép | Cắt u mi cầ bê dầy không ghép | 812.100 |  |
| 4538 | 28.0095.0836 | Phẫu thuật cắt bỏ u lành tính vùng mũi (dưới 2 cm) | Phẫu thuật cắt bỏ u lành tính vùng mũi (dưới 2 cm) | 812.100 |  |
| 4539 | 03.1590.0837 | Nạo vét tổ chức hốc mắt | Nạo vét tổ chức hốc mắt | 1.322.100 |  |
| 4540 | 12.0099.0837 | Cắt u hốc mắt bên và sau nhân cầu có mở xương hốc mắt | Cắt u hốc mắt bên và sau nhân cầu có mở xương hốc mắt | 1.322.100 |  |
| 4541 | 12.0110.0837 | Cắt u hốc mắt không mở xương hốc mắt | Cắt u hốc mắt không mở xương hốc mắt | 1.322.100 |  |
| 4542 | 14.0096.0837 | Cắt u hốc mắt có hoặc không mở xương hốc mắt | Cắt u hốc mắt có hoặc không mở xương hốc mắt | 1.322.100 |  |
| 4543 | 14.0002.0837 | Phẫu thuật giảm áp hốc mắt (phá thành hốc mắt, mở rộng lỗ thị giác...) | Phẫu thuật giảm áp hốc mắt (phá thành hốc mắt, mở rộng lỗ thị giác...) | 1.322.100 |  |
| 4544 | 14.0124.0838 | Vá da tạo hình mí | Vá da tạo hình mí | 1.194.100 |  |
| 4545 | 03.1666.0839 | Khâu phù kết mạc | Khâu phù kết mạc | 698.800 |  |
| 4546 | 03.1635.0841 | Rach góc tiền phòng | Rach góc tiền phòng | 1.244.100 |  |
| 4547 | 14.0149.0841 | Mở góc tiền phòng | Mở góc tiền phòng | 1.244.100 |  |
| 4548 | 03.1695.0842 | Rửa cùng đồ | Rửa cùng đồ | 48.300 | Áp dụng cho 1 mắt hoặc 2 mắt |
| 4549 | 14.0256.0843 | Đo sắc giác | Đo sắc giác | 80.600 |  |
| 4550 | 14.0249.0844 | Siêu âm bán phần trước | Siêu âm bán phần trước | 241.500 |  |
| 4551 | 14.0240.0845 | Siêu âm mắt | Siêu âm mắt | 69.700 |  |
| 4552 | 14.0081.0847 | Sinh thiết tổ chức hốc mắt | Sinh thiết tổ chức hốc mắt | 151.000 |  |
| 4553 | 14.0082.0847 | Sinh thiết tổ chức kết mạc | Sinh thiết tổ chức kết mạc | 151.000 |  |
| 4554 | 14.0080.0847 | Sinh thiết tổ chức mí | Sinh thiết tổ chức mí | 151.000 |  |
| 4555 | 14.0257.0848 | Đo khúc xạ khách quan (soi bóng đồng tử - Skiascope) | Đo khúc xạ khách quan (soi bóng đồng tử - Skiascope) | 33.600 |  |
| 4556 | 02.0156.0849 | Soi đáy mắt cấp cứu tại giường | Soi đáy mắt cấp cứu tại giường | 60.000 |  |
| 4557 | 03.1700.0849 | Soi đáy mắt bằng kính 3 mặt gương | Soi đáy mắt bằng kính 3 mặt gương | 60.000 |  |
| 4558 | 03.0152.0849 | Soi đáy mắt cấp cứu | Soi đáy mắt cấp cứu | 60.000 |  |
| 4559 | 03.1699.0849 | Soi đáy mắt trực tiếp | Soi đáy mắt trực tiếp | 60.000 |  |
| 4560 | 03.1702.0849 | Soi góc tiền phòng | Soi góc tiền phòng | 60.000 |  |
| 4561 | 14.0220.0849 | Soi đáy mắt bằng Schepens | Soi đáy mắt bằng Schepens | 60.000 |  |
| 4562 | 03.1580.0850 | Tách định mi cầu, ghép kết mạc ria hoặc màng ối | Tách định mi cầu, ghép kết mạc ria hoặc màng ối | 2.561.900 | Chưa bao gồm chi phí màng. |
| 4563 | 14.0070.0850 | Tách định mi cầ, ghép kết mạc rời hoặc màng ối | Tách định mi cầ, ghép kết mạc rời hoặc màng ối | 2.561.900 | Chưa bao gồm chi phí màng. |
| 4564 | 14.0158.0851 | Tiêm nội nhãn | Tiêm nội nhãn | 245.100 |  |
| 4565 | 14.0251.0852 | Test phát hiện khô mắt | Test phát hiện khô mắt | 46.400 |  |
| 4566 | 14.0250.0852 | Test thử cảm giác giác mạc | Test thử cảm giác giác mạc | 46.400 |  |
| 4567 | 14.0154.0853 | Rút van dẫn lưu, ống silicon tiền phòng | Rút van dẫn lưu, ống silicon tiền phòng | 913.600 |  |
| 4568 | 03.1685.0854 | Bơm thông lệ đạo | Bơm thông lệ đạo | 105.800 |  |
| 4569 | 03.1682.0856 | Tiêm dưới kết mạc | Tiêm dưới kết mạc | 55.000 | Chưa bao gồm thuốc. |
| 4570 | 03.1683.0857 | Tiêm cạnh nhân cầu | Tiêm cạnh nhân cầu | 55.000 | Chưa bao gồm thuốc. |
| 4571 | 03.1684.0857 | Tiêm hậu nhân cầu | Tiêm hậu nhân cầu | 55.000 | Chưa bao gồm thuốc. |
| 4572 | 14.0159.0857 | Tiêm nhu mô giác mạc | Tiêm nhu mô giác mạc | 55.000 | Chưa bao gồm thuốc. |
| 4573 | 14.0087.0859 | Cắt u mi cá bề dày ghép niêm mạc cứng của vòm miệng và chuyên vạt da | Cắt u mi cá bề dày ghép niêm mạc cứng của vòm miệng và chuyên vạt da | 2.185.500 |  |
| 4574 | 14.0090.0860 | Cắt u tiền phòng | Cắt u tiền phòng | 1.260.100 |  |
| 4575 | 14.0121.0860 | Phẫu thuật hạ mi trên (chỉnh chi, lùi cơ nâng mi …) | Phẫu thuật hạ mi trên (chỉnh chi, lùi cơ nâng mi …) | 1.260.100 |  |
| 4576 | 14.0146.0860 | Tạo hình mồng mắt (khâu mồng mắt, chân mồng mắt…) | Tạo hình mồng mắt (khâu mồng mắt, chân mồng mắt…) | 1.260.100 |  |
| 4577 | 14.0134.0861 | Di thực hàng lông mi | Di thực hàng lông mi | 891.500 |  |
| 4578 | 14.0099.0861 | Ghép mỡ điều trị lõm mắt | Ghép mỡ điều trị lõm mắt | 891.500 |  |
| 4579 | 14.0123.0861 | Lùi cơ nâng mi | Lùi cơ nâng mi | 891.500 |  |
| 4580 | 14.0063.0862 | Phẫu thuật mở rộng điểm lệ | Phẫu thuật mở rộng điểm lệ | 620.000 |  |
| 4581 | 14.0157.0863 | Chọc hút dịch kính, tiền phòng lấy bệnh phẩm | Chọc hút dịch kính, tiền phòng lấy bệnh phẩm | 534.500 |  |
| 4582 | 14.0212.0864 | Cấp cứu bông mắt ban đầu | Cấp cứu bông mắt ban đầu | 344.200 |  |
| 4583 | 14.0245.0864 | Chụp đáy mắt RETCAM | Chụp đáy mắt RETCAM | 344.200 |  |
| 4584 | 14.0248.0864 | Chụp đĩa thị 3D | Chụp đĩa thị 3D | 344.200 |  |
| 4585 | 14.0241.0864 | Đo lưu huyết mạch máu đáy mắt bằng doppler | Đo lưu huyết mạch máu đáy mắt bằng doppler | 344.200 |  |
| 4586 | 14.0247.0864 | Đo lưu huyết mạch máu đáy mắt bằng doppler màu | Đo lưu huyết mạch máu đáy mắt bằng doppler màu | 344.200 |  |
| 4587 | 14.0093.0865 | Điều trị u máu bằng hóa chất | Điều trị u máu bằng hóa chất | 197.200 |  |
| 4588 | 14.0271.0865 | Đo độ bền cơ sinh học giác mạc (do ORA) | Đo độ bền cơ sinh học giác mạc (do ORA) | 197.200 |  |
| 4589 | 14.0266.0865 | Đo độ sâu tiền phòng | Đo độ sâu tiền phòng | 197.200 |  |
| 4590 | 14.0278.0865 | Test kéo cơ cương bức | Test kéo cơ cương bức | 197.200 |  |
| 4591 | 14.0277.0865 | Test thử nhược cơ | Test thử nhược cơ | 197.200 |  |
| 4592 | 14.0092.0865 | Tiêm cortison điều trị u máu | Tiêm cortison điều trị u máu | 197.200 |  |
| 4593 | 03.2152.0867 | Bể cuộn dưới | Bể cuộn dưới | 165.500 |  |
| 4594 | 15.0133.0867 | Nội soi bể cuộn mũi dưới | Nội soi bể cuộn mũi dưới | 165.500 |  |
| 4595 | 03.0992.0868 | Nội soi cảm máu mũi không sử dụng Meroxeo (1bên) | Nội soi cảm máu mũi không sử dụng Meroxeo (1bên) | 216.500 |  |
| 4596 | 15.0142.0868 | Cảm máu mũi bằng vật liệu cảm máu | Cảm máu mũi bằng vật liệu cảm máu [1 bên] | 216.500 |  |
| 4597 | 03.2155.0869 | Cảm máu mũi bằng Meroxeo (2 bên) | Cảm máu mũi bằng Meroxeo (2 bên) | 286.500 |  |
| 4598 | 03.0993.0869 | Nội soi cảm máu mũi có sử dụng Meroxeo (2 bên) | Nội soi cảm máu mũi có sử dụng Meroxeo (2 bên) | 286.500 |  |
| 4599 | 15.0142.0869 | Cảm máu mũi bằng vật liệu cảm máu | Cảm máu mũi bằng vật liệu cảm máu [2 bên] | 286.500 |  |
| 4600 | 03.2587.0870 | Cắt u Amidan qua đường miệng | Cắt u Amidan qua đường miệng [gây mê] | 1.217.100 |  |
| 4601 | 03.2179.0870 | Phẫu thuật cắt Amidan gây tê hoặc gây mê | Phẫu thuật cắt Amidan gây tê hoặc gây mê [gây mê] | 1.217.100 |  |
| 4602 | 15.0149.0870 | Phẫu thuật cắt Amidan | Phẫu thuật cắt Amidan | 1.217.100 |  |
| 4603 | 03.2241.0871 | Cắt Amidan bằng máy | Cắt Amidan bằng máy [Coblator] | 2.487.100 | Bao gồm cả Coblator. |
| 4604 | 03.2587.0871 | Cắt u Amidan qua đường miệng | Cắt u Amidan qua đường miệng [Coblator] | 2.487.100 | Bao gồm cả Coblator. |
| 4605 | 15.0046.0872 | Phẫu thuật lấy đường rò luân nhĩ | Phẫu thuật lấy đường rò luân nhĩ [gây tê] | 580.400 |  |
| 4606 | 03.3951.0873 | Phẫu thuật nội soi cắt dây thần kinh Vidien | Phẫu thuật nội soi cắt dây thần kinh Vidien | 8.492.000 |  |
| 4607 | 03.2613.0874 | Cắt polyp ống tai | Cắt polyp ống tai [gây mê] | 2.122.100 |  |
| 4608 | 15.0043.0874 | Phẫu thuật cắt bỏ u ống tai ngoài | Phẫu thuật cắt bỏ u ống tai ngoài [gây mê] | 2.122.100 |  |
| 4609 | 15.0043.0875 | Phẫu thuật cắt bỏ u ống tai ngoài | Phẫu thuật cắt bỏ u ống tai ngoài [gây tê] | 634.500 |  |
| 4610 | 03.2157.0876 | Phẫu thuật cắt thanh quản và tái tạo hệ phát âm | Phẫu thuật cắt thanh quản và tái tạo hệ phát âm | 7.411.800 | Chưa bao gồm stent hoặc van phát âm, thanh quản điện. |
| 4611 | 15.0273.0876 | Phẫu thuật cắt hạ họng - thanh quản toàn phần | Phẫu thuật cắt hạ họng - thanh quản toàn phần | 7.411.800 | Chưa bao gồm stent hoặc van phát âm, thanh quản điện. |
| 4612 | 03.2602.0877 | Cắt u cuộn cành | Cắt u cuộn cành | 8.131.800 |  |
| 4613 | 15.0040.0877 | Phẫu thuật cắt bỏ u cuộn cành | Phẫu thuật cắt bỏ u cuộn cành | 8.131.800 |  |
| 4614 | 03.2181.0878 | Trích áp xe quanh Amidan | Trích áp xe quanh Amidan | 295.500 |  |
| 4615 | 03.2175.0879 | Trích áp xe thành sau họng | Trích áp xe thành sau họng | 295.500 |  |
| 4616 | 15.0206.0879 | Trích áp xe sàn miệng | Trích áp xe sàn miệng | 295.500 |  |
| 4617 | 15.0031.0881 | Chỉnh hình tai giữa có tái tạo chuỗi xương con | Chỉnh hình tai giữa có tái tạo chuỗi xương con | 6.641.000 |  |
| 4618 | 03.2118.0882 | Chọc hút dịch tụ huyết vành tai | Chọc hút dịch tụ huyết vành tai | 64.300 |  |
| 4619 | 15.0056.0882 | Chọc hút dịch vành tai | Chọc hút dịch vành tai | 64.300 |  |
| 4620 | 02.0042.0883 | Nội soi phế quản - đặt stent khí, phế quản | Nội soi phế quản - đặt stent khí, phế quản | 7.740.800 | Chưa bao gồm stent. |
| 4621 | 02.0044.0883 | Nội soi phế quản ống cứng cất u trong lòng khí, phế quản bằng điện đồng cao tần | Nội soi phế quản ống cứng cất u trong lòng khí, phế quản bằng điện đồng cao tần | 7.740.800 | Chưa bao gồm stent. |
| 4622 | 03.1016.0883 | Nội soi đặt stent khí - phế quản | Nội soi đặt stent khí - phế quản | 7.740.800 | Chưa bao gồm stent. |
| 4623 | 03.1005.0883 | Nội soi phế quản ống mềm đặt stent khí quản | Nội soi phế quản ống mềm đặt stent khí quản | 7.740.800 | Chưa bao gồm stent. |
| 4624 | 15.0185.0883 | Phẫu thuật chỉnh hình sẹo hẹp thanh khí quản bằng mảnh ghép sụn | Phẫu thuật chỉnh hình sẹo hẹp thanh khí quản bằng mảnh ghép sụn | 7.740.800 | Chưa bao gồm stent. |
| 4625 | 03.2126.0884 | Đo điện thính giác thân não | Đo điện thính giác thân não | 185.300 |  |
| 4626 | 15.0396.0884 | Đo điện thính giác thân não (ABR) | Đo điện thính giác thân não (ABR) | 185.300 |  |
| 4627 | 21.0067.0884 | Ghi đáp ứng thính giác thân não (ABR) | Ghi đáp ứng thính giác thân não (ABR) | 185.300 |  |
| 4628 | 21.0064.0885 | Đo nhĩ lượng | Đo nhĩ lượng | 34.500 |  |
| 4629 | 21.0066.0886 | Đo âm ốc tai (OAE) chẩn đoán | Đo âm ốc tai (OAE) chẩn đoán | 69.000 |  |
| 4630 | 21.0065.0887 | Đo phân xa cơ bản đập | Đo phân xa cơ bản đập | 34.500 |  |
| 4631 | 21.0068.0888 | Đò sức cản của mũi | Đò sức cản của mũi | 101.500 |  |
| 4632 | 15.0398.0889 | Đò sức nghe lời | Đò sức nghe lời | 61.500 |  |
| 4633 | 21.0060.0890 | Đò thính lực đơn âm | Đò thính lực đơn âm | 49.500 |  |
| 4634 | 15.0399.0891 | Đò trên ngưỡng | Đò trên ngưỡng | 74.000 |  |
| 4635 | 21.0062.0891 | Đò thính lực trên ngưỡng | Đò thính lực trên ngưỡng | 74.000 |  |
| 4636 | 03.2239.0893 | Đốt họng bằng khí CO-2 (bằng áp lạnh) | Đốt họng bằng khí CO-2 (bằng áp lạnh) | 141.500 |  |
| 4637 | 03.2238.0894 | Đốt họng bằng khí nitơ lỏng | Đốt họng bằng khí nitơ lỏng | 156.300 |  |
